netlist,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,
W46,CFG_RMUX9<17>,CFG_RMUX9<16>,CFG_RMUX9<14>,CFG_RMUX9<12>,CFG_RMUX9<10>,CFG_RMUX9<30>,CFG_RMUX9<32>,CFG_RMUX9<34>,CFG_RMUX9<36>,CFG_RMUX9<37>,CFG_RMUX9<57>,CFG_RMUX9<56>,CFG_RMUX9<54>,CFG_RMUX9<52>,CFG_RMUX9<50>,CFG_IMUX10<24>,CFG_IMUX10<26>,CFG_IMUX10<28>,CFG_IMUX10<30>,CFG_IMUX10<32>,CFG_IMUX10<33>,CFG_IMUX10<45>,CFG_IMUX10<44>,CFG_IMUX10<42>,CFG_IMUX10<40>,CFG_IMUX10<38>,CFG_IMUX10<36>,CFG_LUT<169>,CFG_LUT<171>,CFG_LUT<170>,CFG_LUT<168>,CFG_CARRY_CRL<10>,CFG_SHIFTMUX<10>,CFG_OMUX10<1>,
W47,CFG_RMUX9<18>,CFG_RMUX9<19>,CFG_RMUX9<15>,CFG_RMUX9<13>,CFG_RMUX9<11>,CFG_RMUX9<31>,CFG_RMUX9<33>,CFG_RMUX9<35>,CFG_RMUX9<39>,CFG_RMUX9<38>,CFG_RMUX9<58>,CFG_RMUX9<59>,CFG_RMUX9<55>,CFG_RMUX9<53>,CFG_RMUX9<51>,CFG_IMUX10<25>,CFG_IMUX10<27>,CFG_IMUX10<29>,CFG_IMUX10<31>,CFG_IMUX10<35>,CFG_IMUX10<34>,CFG_IMUX10<46>,CFG_IMUX10<47>,CFG_IMUX10<43>,CFG_IMUX10<41>,CFG_IMUX10<39>,CFG_IMUX10<37>,CFG_LUT<175>,CFG_LUT<173>,CFG_LUT<172>,CFG_LUT<174>,CFG_LUTCMUX<20>,CFG_BYPASSEN<10>,CFG_OMUX10<2>,
W48,CFG_RMUX10<47>,CFG_RMUX10<46>,CFG_RMUX10<44>,CFG_RMUX10<42>,CFG_RMUX10<40>,CFG_RMUX10<0>,CFG_RMUX10<2>,CFG_RMUX10<4>,CFG_RMUX10<6>,CFG_RMUX10<7>,CFG_RMUX10<27>,CFG_RMUX10<26>,CFG_RMUX10<24>,CFG_RMUX10<22>,CFG_RMUX10<20>,CFG_IMUX11<0>,CFG_IMUX11<2>,CFG_IMUX11<4>,CFG_IMUX11<6>,CFG_IMUX11<8>,CFG_IMUX11<9>,CFG_IMUX11<21>,CFG_IMUX11<20>,CFG_IMUX11<18>,CFG_IMUX11<16>,CFG_IMUX11<14>,CFG_IMUX11<12>,CFG_LUT<177>,CFG_LUT<179>,CFG_LUT<178>,CFG_LUT<176>,CFG_LUTCMUX<23>,CFG_ASYNCMUX<11>,CFG_OMUX11<0>,
W49,CFG_RMUX10<48>,CFG_RMUX10<49>,CFG_RMUX10<45>,CFG_RMUX10<43>,CFG_RMUX10<41>,CFG_RMUX10<1>,CFG_RMUX10<3>,CFG_RMUX10<5>,CFG_RMUX10<9>,CFG_RMUX10<8>,CFG_RMUX10<28>,CFG_RMUX10<29>,CFG_RMUX10<25>,CFG_RMUX10<23>,CFG_RMUX10<21>,CFG_IMUX11<1>,CFG_IMUX11<3>,CFG_IMUX11<5>,CFG_IMUX11<7>,CFG_IMUX11<11>,CFG_IMUX11<10>,CFG_IMUX11<22>,CFG_IMUX11<23>,CFG_IMUX11<19>,CFG_IMUX11<17>,CFG_IMUX11<15>,CFG_IMUX11<13>,CFG_LUT<183>,CFG_LUT<181>,CFG_LUT<180>,CFG_LUT<182>,XXXX,CFG_CLKMUX<11>,XXXX,
W50,CFG_RMUX11<47>,CFG_RMUX11<46>,CFG_RMUX11<44>,CFG_RMUX11<42>,CFG_RMUX11<40>,CFG_RMUX11<0>,CFG_RMUX11<2>,CFG_RMUX11<4>,CFG_RMUX11<6>,CFG_RMUX11<7>,CFG_RMUX11<27>,CFG_RMUX11<26>,CFG_RMUX11<24>,CFG_RMUX11<22>,CFG_RMUX11<20>,CFG_IMUX11<24>,CFG_IMUX11<26>,CFG_IMUX11<28>,CFG_IMUX11<30>,CFG_IMUX11<32>,CFG_IMUX11<33>,CFG_IMUX11<45>,CFG_IMUX11<44>,CFG_IMUX11<42>,CFG_IMUX11<40>,CFG_IMUX11<38>,CFG_IMUX11<36>,CFG_LUT<185>,CFG_LUT<187>,CFG_LUT<186>,CFG_LUT<184>,CFG_CARRY_CRL<11>,CFG_SHIFTMUX<11>,CFG_OMUX11<1>,
W51,CFG_RMUX11<48>,CFG_RMUX11<49>,CFG_RMUX11<45>,CFG_RMUX11<43>,CFG_RMUX11<41>,CFG_RMUX11<1>,CFG_RMUX11<3>,CFG_RMUX11<5>,CFG_RMUX11<9>,CFG_RMUX11<8>,CFG_RMUX11<28>,CFG_RMUX11<29>,CFG_RMUX11<25>,CFG_RMUX11<23>,CFG_RMUX11<21>,CFG_IMUX11<25>,CFG_IMUX11<27>,CFG_IMUX11<29>,CFG_IMUX11<31>,CFG_IMUX11<35>,CFG_IMUX11<34>,CFG_IMUX11<46>,CFG_IMUX11<47>,CFG_IMUX11<43>,CFG_IMUX11<41>,CFG_IMUX11<39>,CFG_IMUX11<37>,CFG_LUT<191>,CFG_LUT<189>,CFG_LUT<188>,CFG_LUT<190>,CFG_LUTCMUX<22>,CFG_BYPASSEN<11>,CFG_OMUX11<2>,
W52,CFG_RMUX12<7>,CFG_RMUX12<6>,CFG_RMUX12<4>,CFG_RMUX12<2>,CFG_RMUX12<0>,CFG_RMUX12<20>,CFG_RMUX12<22>,CFG_RMUX12<24>,CFG_RMUX12<26>,CFG_RMUX12<27>,CFG_RMUX12<47>,CFG_RMUX12<46>,CFG_RMUX12<44>,CFG_RMUX12<42>,CFG_RMUX12<40>,CFG_IMUX12<0>,CFG_IMUX12<2>,CFG_IMUX12<4>,CFG_IMUX12<6>,CFG_IMUX12<8>,CFG_IMUX12<9>,CFG_IMUX12<21>,CFG_IMUX12<20>,CFG_IMUX12<18>,CFG_IMUX12<16>,CFG_IMUX12<14>,CFG_IMUX12<12>,CFG_LUT<193>,CFG_LUT<195>,CFG_LUT<194>,CFG_LUT<192>,CFG_LUTCMUX<25>,CFG_ASYNCMUX<12>,CFG_OMUX12<0>,
W53,CFG_RMUX12<8>,CFG_RMUX12<9>,CFG_RMUX12<5>,CFG_RMUX12<3>,CFG_RMUX12<1>,CFG_RMUX12<21>,CFG_RMUX12<23>,CFG_RMUX12<25>,CFG_RMUX12<29>,CFG_RMUX12<28>,CFG_RMUX12<48>,CFG_RMUX12<49>,CFG_RMUX12<45>,CFG_RMUX12<43>,CFG_RMUX12<41>,CFG_IMUX12<1>,CFG_IMUX12<3>,CFG_IMUX12<5>,CFG_IMUX12<7>,CFG_IMUX12<11>,CFG_IMUX12<10>,CFG_IMUX12<22>,CFG_IMUX12<23>,CFG_IMUX12<19>,CFG_IMUX12<17>,CFG_IMUX12<15>,CFG_IMUX12<13>,CFG_LUT<199>,CFG_LUT<197>,CFG_LUT<196>,CFG_LUT<198>,XXXX,CFG_CLKMUX<12>,XXXX,
W54,CFG_RMUX13<7>,CFG_RMUX13<6>,CFG_RMUX13<4>,CFG_RMUX13<2>,CFG_RMUX13<0>,CFG_RMUX13<20>,CFG_RMUX13<22>,CFG_RMUX13<24>,CFG_RMUX13<26>,CFG_RMUX13<27>,CFG_RMUX13<47>,CFG_RMUX13<46>,CFG_RMUX13<44>,CFG_RMUX13<42>,CFG_RMUX13<40>,CFG_IMUX12<24>,CFG_IMUX12<26>,CFG_IMUX12<28>,CFG_IMUX12<30>,CFG_IMUX12<32>,CFG_IMUX12<33>,CFG_IMUX12<45>,CFG_IMUX12<44>,CFG_IMUX12<42>,CFG_IMUX12<40>,CFG_IMUX12<38>,CFG_IMUX12<36>,CFG_LUT<201>,CFG_LUT<203>,CFG_LUT<202>,CFG_LUT<200>,CFG_CARRY_CRL<12>,CFG_SHIFTMUX<12>,CFG_OMUX12<1>,
W55,CFG_RMUX13<8>,CFG_RMUX13<9>,CFG_RMUX13<5>,CFG_RMUX13<3>,CFG_RMUX13<1>,CFG_RMUX13<21>,CFG_RMUX13<23>,CFG_RMUX13<25>,CFG_RMUX13<29>,CFG_RMUX13<28>,CFG_RMUX13<48>,CFG_RMUX13<49>,CFG_RMUX13<45>,CFG_RMUX13<43>,CFG_RMUX13<41>,CFG_IMUX12<25>,CFG_IMUX12<27>,CFG_IMUX12<29>,CFG_IMUX12<31>,CFG_IMUX12<35>,CFG_IMUX12<34>,CFG_IMUX12<46>,CFG_IMUX12<47>,CFG_IMUX12<43>,CFG_IMUX12<41>,CFG_IMUX12<39>,CFG_IMUX12<37>,CFG_LUT<207>,CFG_LUT<205>,CFG_LUT<204>,CFG_LUT<206>,CFG_LUTCMUX<24>,CFG_BYPASSEN<12>,CFG_OMUX12<2>,
W56,CFG_RMUX14<57>,CFG_RMUX14<56>,CFG_RMUX14<54>,CFG_RMUX14<52>,CFG_RMUX14<50>,CFG_RMUX14<10>,CFG_RMUX14<12>,CFG_RMUX14<14>,CFG_RMUX14<16>,CFG_RMUX14<17>,CFG_RMUX14<37>,CFG_RMUX14<36>,CFG_RMUX14<34>,CFG_RMUX14<32>,CFG_RMUX14<30>,CFG_IMUX13<0>,CFG_IMUX13<2>,CFG_IMUX13<4>,CFG_IMUX13<6>,CFG_IMUX13<8>,CFG_IMUX13<9>,CFG_IMUX13<21>,CFG_IMUX13<20>,CFG_IMUX13<18>,CFG_IMUX13<16>,CFG_IMUX13<14>,CFG_IMUX13<12>,CFG_LUT<209>,CFG_LUT<211>,CFG_LUT<210>,CFG_LUT<208>,CFG_LUTCMUX<27>,CFG_ASYNCMUX<13>,CFG_OMUX13<0>,
W57,CFG_RMUX14<58>,CFG_RMUX14<59>,CFG_RMUX14<55>,CFG_RMUX14<53>,CFG_RMUX14<51>,CFG_RMUX14<11>,CFG_RMUX14<13>,CFG_RMUX14<15>,CFG_RMUX14<19>,CFG_RMUX14<18>,CFG_RMUX14<38>,CFG_RMUX14<39>,CFG_RMUX14<35>,CFG_RMUX14<33>,CFG_RMUX14<31>,CFG_IMUX13<1>,CFG_IMUX13<3>,CFG_IMUX13<5>,CFG_IMUX13<7>,CFG_IMUX13<11>,CFG_IMUX13<10>,CFG_IMUX13<22>,CFG_IMUX13<23>,CFG_IMUX13<19>,CFG_IMUX13<17>,CFG_IMUX13<15>,CFG_IMUX13<13>,CFG_LUT<215>,CFG_LUT<213>,CFG_LUT<212>,CFG_LUT<214>,XXXX,CFG_CLKMUX<13>,XXXX,
W58,CFG_RMUX15<57>,CFG_RMUX15<56>,CFG_RMUX15<54>,CFG_RMUX15<52>,CFG_RMUX15<50>,CFG_RMUX15<10>,CFG_RMUX15<12>,CFG_RMUX15<14>,CFG_RMUX15<16>,CFG_RMUX15<17>,CFG_RMUX15<37>,CFG_RMUX15<36>,CFG_RMUX15<34>,CFG_RMUX15<32>,CFG_RMUX15<30>,CFG_IMUX13<24>,CFG_IMUX13<26>,CFG_IMUX13<28>,CFG_IMUX13<30>,CFG_IMUX13<32>,CFG_IMUX13<33>,CFG_IMUX13<45>,CFG_IMUX13<44>,CFG_IMUX13<42>,CFG_IMUX13<40>,CFG_IMUX13<38>,CFG_IMUX13<36>,CFG_LUT<217>,CFG_LUT<219>,CFG_LUT<218>,CFG_LUT<216>,CFG_CARRY_CRL<13>,CFG_SHIFTMUX<13>,CFG_OMUX13<1>,
W59,CFG_RMUX15<58>,CFG_RMUX15<59>,CFG_RMUX15<55>,CFG_RMUX15<53>,CFG_RMUX15<51>,CFG_RMUX15<11>,CFG_RMUX15<13>,CFG_RMUX15<15>,CFG_RMUX15<19>,CFG_RMUX15<18>,CFG_RMUX15<38>,CFG_RMUX15<39>,CFG_RMUX15<35>,CFG_RMUX15<33>,CFG_RMUX15<31>,CFG_IMUX13<25>,CFG_IMUX13<27>,CFG_IMUX13<29>,CFG_IMUX13<31>,CFG_IMUX13<35>,CFG_IMUX13<34>,CFG_IMUX13<46>,CFG_IMUX13<47>,CFG_IMUX13<43>,CFG_IMUX13<41>,CFG_IMUX13<39>,CFG_IMUX13<37>,CFG_LUT<223>,CFG_LUT<221>,CFG_LUT<220>,CFG_LUT<222>,CFG_LUTCMUX<26>,CFG_BYPASSEN<13>,CFG_OMUX13<2>,
W60,CFG_RMUX12<17>,CFG_RMUX12<16>,CFG_RMUX12<14>,CFG_RMUX12<12>,CFG_RMUX12<10>,CFG_RMUX12<30>,CFG_RMUX12<32>,CFG_RMUX12<34>,CFG_RMUX12<36>,CFG_RMUX12<37>,CFG_RMUX12<57>,CFG_RMUX12<56>,CFG_RMUX12<54>,CFG_RMUX12<52>,CFG_RMUX12<50>,CFG_IMUX14<0>,CFG_IMUX14<2>,CFG_IMUX14<4>,CFG_IMUX14<6>,CFG_IMUX14<8>,CFG_IMUX14<9>,CFG_IMUX14<21>,CFG_IMUX14<20>,CFG_IMUX14<18>,CFG_IMUX14<16>,CFG_IMUX14<14>,CFG_IMUX14<12>,CFG_LUT<225>,CFG_LUT<227>,CFG_LUT<226>,CFG_LUT<224>,CFG_LUTCMUX<29>,CFG_ASYNCMUX<14>,CFG_OMUX14<0>,
W61,CFG_RMUX12<18>,CFG_RMUX12<19>,CFG_RMUX12<15>,CFG_RMUX12<13>,CFG_RMUX12<11>,CFG_RMUX12<31>,CFG_RMUX12<33>,CFG_RMUX12<35>,CFG_RMUX12<39>,CFG_RMUX12<38>,CFG_RMUX12<58>,CFG_RMUX12<59>,CFG_RMUX12<55>,CFG_RMUX12<53>,CFG_RMUX12<51>,CFG_IMUX14<1>,CFG_IMUX14<3>,CFG_IMUX14<5>,CFG_IMUX14<7>,CFG_IMUX14<11>,CFG_IMUX14<10>,CFG_IMUX14<22>,CFG_IMUX14<23>,CFG_IMUX14<19>,CFG_IMUX14<17>,CFG_IMUX14<15>,CFG_IMUX14<13>,CFG_LUT<231>,CFG_LUT<229>,CFG_LUT<228>,CFG_LUT<230>,XXXX,CFG_CLKMUX<14>,XXXX,
W62,CFG_RMUX13<17>,CFG_RMUX13<16>,CFG_RMUX13<14>,CFG_RMUX13<12>,CFG_RMUX13<10>,CFG_RMUX13<30>,CFG_RMUX13<32>,CFG_RMUX13<34>,CFG_RMUX13<36>,CFG_RMUX13<37>,CFG_RMUX13<57>,CFG_RMUX13<56>,CFG_RMUX13<54>,CFG_RMUX13<52>,CFG_RMUX13<50>,CFG_IMUX14<24>,CFG_IMUX14<26>,CFG_IMUX14<28>,CFG_IMUX14<30>,CFG_IMUX14<32>,CFG_IMUX14<33>,CFG_IMUX14<45>,CFG_IMUX14<44>,CFG_IMUX14<42>,CFG_IMUX14<40>,CFG_IMUX14<38>,CFG_IMUX14<36>,CFG_LUT<233>,CFG_LUT<235>,CFG_LUT<234>,CFG_LUT<232>,CFG_CARRY_CRL<14>,CFG_SHIFTMUX<14>,CFG_OMUX14<1>,
W63,CFG_RMUX13<18>,CFG_RMUX13<19>,CFG_RMUX13<15>,CFG_RMUX13<13>,CFG_RMUX13<11>,CFG_RMUX13<31>,CFG_RMUX13<33>,CFG_RMUX13<35>,CFG_RMUX13<39>,CFG_RMUX13<38>,CFG_RMUX13<58>,CFG_RMUX13<59>,CFG_RMUX13<55>,CFG_RMUX13<53>,CFG_RMUX13<51>,CFG_IMUX14<25>,CFG_IMUX14<27>,CFG_IMUX14<29>,CFG_IMUX14<31>,CFG_IMUX14<35>,CFG_IMUX14<34>,CFG_IMUX14<46>,CFG_IMUX14<47>,CFG_IMUX14<43>,CFG_IMUX14<41>,CFG_IMUX14<39>,CFG_IMUX14<37>,CFG_LUT<239>,CFG_LUT<237>,CFG_LUT<236>,CFG_LUT<238>,CFG_LUTCMUX<28>,CFG_BYPASSEN<14>,CFG_OMUX14<2>,
W64,CFG_RMUX14<47>,CFG_RMUX14<46>,CFG_RMUX14<44>,CFG_RMUX14<42>,CFG_RMUX14<40>,CFG_RMUX14<0>,CFG_RMUX14<2>,CFG_RMUX14<4>,CFG_RMUX14<6>,CFG_RMUX14<7>,CFG_RMUX14<27>,CFG_RMUX14<26>,CFG_RMUX14<24>,CFG_RMUX14<22>,CFG_RMUX14<20>,CFG_IMUX15<0>,CFG_IMUX15<2>,CFG_IMUX15<4>,CFG_IMUX15<6>,CFG_IMUX15<8>,CFG_IMUX15<9>,CFG_IMUX15<21>,CFG_IMUX15<20>,CFG_IMUX15<18>,CFG_IMUX15<16>,CFG_IMUX15<14>,CFG_IMUX15<12>,CFG_LUT<241>,CFG_LUT<243>,CFG_LUT<242>,CFG_LUT<240>,CFG_LUTCMUX<31>,CFG_ASYNCMUX<15>,CFG_OMUX15<0>,
W65,CFG_RMUX14<48>,CFG_RMUX14<49>,CFG_RMUX14<45>,CFG_RMUX14<43>,CFG_RMUX14<41>,CFG_RMUX14<1>,CFG_RMUX14<3>,CFG_RMUX14<5>,CFG_RMUX14<9>,CFG_RMUX14<8>,CFG_RMUX14<28>,CFG_RMUX14<29>,CFG_RMUX14<25>,CFG_RMUX14<23>,CFG_RMUX14<21>,CFG_IMUX15<1>,CFG_IMUX15<3>,CFG_IMUX15<5>,CFG_IMUX15<7>,CFG_IMUX15<11>,CFG_IMUX15<10>,CFG_IMUX15<22>,CFG_IMUX15<23>,CFG_IMUX15<19>,CFG_IMUX15<17>,CFG_IMUX15<15>,CFG_IMUX15<13>,CFG_LUT<247>,CFG_LUT<245>,CFG_LUT<244>,CFG_LUT<246>,XXXX,CFG_CLKMUX<15>,XXXX,
W66,CFG_RMUX15<47>,CFG_RMUX15<46>,CFG_RMUX15<44>,CFG_RMUX15<42>,CFG_RMUX15<40>,CFG_RMUX15<0>,CFG_RMUX15<2>,CFG_RMUX15<4>,CFG_RMUX15<6>,CFG_RMUX15<7>,CFG_RMUX15<27>,CFG_RMUX15<26>,CFG_RMUX15<24>,CFG_RMUX15<22>,CFG_RMUX15<20>,CFG_IMUX15<24>,CFG_IMUX15<26>,CFG_IMUX15<28>,CFG_IMUX15<30>,CFG_IMUX15<32>,CFG_IMUX15<33>,CFG_IMUX15<45>,CFG_IMUX15<44>,CFG_IMUX15<42>,CFG_IMUX15<40>,CFG_IMUX15<38>,CFG_IMUX15<36>,CFG_LUT<249>,CFG_LUT<251>,CFG_LUT<250>,CFG_LUT<248>,CFG_CARRY_CRL<15>,CFG_SHIFTMUX<15>,CFG_OMUX15<1>,
W67,CFG_RMUX15<48>,CFG_RMUX15<49>,CFG_RMUX15<45>,CFG_RMUX15<43>,CFG_RMUX15<41>,CFG_RMUX15<1>,CFG_RMUX15<3>,CFG_RMUX15<5>,CFG_RMUX15<9>,CFG_RMUX15<8>,CFG_RMUX15<28>,CFG_RMUX15<29>,CFG_RMUX15<25>,CFG_RMUX15<23>,CFG_RMUX15<21>,CFG_IMUX15<25>,CFG_IMUX15<27>,CFG_IMUX15<29>,CFG_IMUX15<31>,CFG_IMUX15<35>,CFG_IMUX15<34>,CFG_IMUX15<46>,CFG_IMUX15<47>,CFG_IMUX15<43>,CFG_IMUX15<41>,CFG_IMUX15<39>,CFG_IMUX15<37>,CFG_LUT<255>,CFG_LUT<253>,CFG_LUT<252>,CFG_LUT<254>,CFG_LUTCMUX<30>,CFG_BYPASSEN<15>,CFG_OMUX15<2>,

